sub,kind,target_x0,target_y0,response_x0,response_y0,target_orientation_deg,target_radius_pixels,which_eye,sub_num,match_x0,match_y0,response_r,response_theta,match_r,match_theta,target_radius_deg,target_ori_id,target_rad_id,target_id,error_x,error_y,error_r,error_theta,error_r_mu,error_r_sd
hb,A,1.91052,4.6197,-1.75392,-4.40046,67,320,bad,4,-1.91052,-4.6197,4.737117644517602,-111.73106479546833,4.999171407383428,-112.46799697245953,5,2,3,18,0.15660000000000007,0.2192400000000001,-0.2620537628658255,0.7369321769912034,-0.5180938921057764,0.48346622354561647
hb,A,1.14318,-2.77182,-1.75392,2.12976,292,192,bad,4,-1.14318,2.77182,2.7590058035459077,129.47245984834382,2.998307293257314,112.41268946863428,3,7,2,15,-0.6107399999999998,-0.6420599999999999,-0.2393014897114063,17.059770379709533,-0.2846275410560728,0.16871741501971432
hb,A,-1.91052,-4.6197,1.97316,3.5235,247,320,bad,4,1.91052,4.6197,4.0383675706403945,60.751173663453024,4.999171407383428,67.53200302754048,5,6,3,22,0.06264000000000003,-1.0962,-0.9608038367430334,-6.7808293640874595,-0.5348443926274775,0.5924852705006615
hb,A,-2.77182,-1.14318,2.80314,1.61298,202,192,bad,4,2.77182,1.14318,3.2340838486347256,29.916940177670106,2.998307293257314,22.412689468634277,3,5,2,13,0.031320000000000014,0.4698,0.2357765553774116,7.50425070903583,0.5263794717364776,0.5403963023194108
hb,A,4.6197,-1.91052,-3.2886,1.2371400000000001,337,320,bad,4,-4.6197,1.91052,3.5136029001012625,159.38417829765714,4.999171407383428,157.53200302754047,5,8,3,24,1.3310999999999997,-0.6733799999999999,-1.4855685072821654,1.8521752701166747,-1.025125044120197,0.6066851381628645
hb,A,-1.14318,2.77182,1.29978,-2.85012,112,192,bad,4,1.14318,-2.77182,3.132508908654531,-65.48492926994773,2.998307293257314,-67.58731053136572,3,3,2,11,0.15659999999999985,-0.07830000000000004,0.13420161539721676,2.102381261417989,0.001325866628191238,0.4883851980380132
hb,A,-0.92394,0.37584,1.0962,-0.40716,157,64,bad,4,0.92394,-0.37584,1.1693732105705177,-20.37643521383639,0.9974571816373874,-22.135491878100353,1,4,1,4,0.17226000000000008,-0.031320000000000014,0.1719160289331303,1.7590566642639622,0.25819417915700316,0.2233605723579174
hb,A,-0.37584,0.92394,0.43848,-1.42506,112,64,bad,4,0.37584,-0.92394,1.4909931971675792,-72.89727103094764,0.9974571816373874,-67.86450812189965,1,3,1,3,0.06263999999999997,-0.50112,0.4935360155301918,-5.032762909047989,0.23971212017380727,0.268859233569713
hb,A,0.92394,0.37584,-0.7047,-0.17226,22,64,bad,4,-0.92394,-0.37584,0.7254485492438454,-166.26373169437744,0.9974571816373874,-157.86450812189966,1,1,1,1,0.21924,0.20358,-0.272008632393542,-8.39922357247778,-0.0576883638699853,0.30643800549199224
hb,A,-6.46758,-2.67786,5.8725000000000005,2.39598,202,448,bad,4,6.46758,2.67786,6.342473997613235,22.19545952867895,7.000037516756607,22.49168668421689,7,5,4,29,-0.5950799999999994,-0.2818799999999997,-0.6575635191433724,-0.29622715553794166,-0.7892300153774046,0.4264990236227988
hb,A,2.67786,-6.46758,-1.15884,4.9798800000000005,292,448,bad,4,-2.67786,6.46758,5.112936041062905,103.09984308226628,7.000037516756607,112.49168668421689,7,7,4,31,1.5190199999999998,-1.4876999999999994,-1.8871014756937026,-9.391843601950612,-1.276432451951926,0.8675864587725263
hb,A,2.77182,1.14318,-1.67562,-1.8009,22,192,bad,4,-2.77182,-1.14318,2.459866499304383,-132.93618027154304,2.998307293257314,-157.58731053136572,3,1,2,9,1.0961999999999998,-0.6577199999999999,-0.538440793952931,24.65113025982268,-0.3359696592867201,0.40414106433027014
hb,A,6.46758,2.67786,-3.6018,-2.88144,22,448,bad,4,-6.46758,-2.67786,4.612554575677127,-141.34019174590992,7.000037516756607,-157.5083133157831,7,1,4,25,2.86578,-0.2035800000000001,-2.3874829410794804,16.168121569873193,-2.0281402073292067,0.7337505341484173
hb,A,2.77182,-1.14318,-2.4899400000000003,0.92394,337,192,bad,4,-2.77182,1.14318,2.655836276429705,159.64166199955835,2.998307293257314,157.58731053136572,3,8,2,16,0.2818799999999997,-0.2192400000000001,-0.34247101682760883,2.0543514681926354,-0.2692811506410531,0.2869093778715291
hb,A,-2.77182,1.14318,3.72708,-1.0962,157,192,bad,4,2.77182,-1.14318,3.8849426979557884,-16.389540334034784,2.998307293257314,-22.412689468634277,3,4,2,12,0.95526,0.04698000000000002,0.8866354046984743,6.0231491345994925,0.16114337777629004,0.6440643199290877
hb,A,-6.46758,2.67786,6.78078,-2.6622,157,448,bad,4,6.46758,-2.67786,7.284661024948244,-21.435453396141646,7.000037516756607,-22.49168668421689,7,4,4,28,0.31320000000000014,0.015660000000000007,0.28462350819163706,1.0562332880752443,-0.549502367947263,0.6036104061684561
hb,A,-1.14318,-2.77182,1.51902,3.58614,247,192,bad,4,1.14318,2.77182,3.894588792157652,67.04341767548836,2.998307293257314,67.58731053136572,3,6,2,14,0.37583999999999995,0.8143199999999999,0.896281498900338,-0.5438928558773597,0.15779718927421588,0.38513834721298806
hb,A,-2.67786,6.46758,1.9575,-5.85684,112,448,bad,4,2.67786,-6.46758,6.175304124948018,-71.51910429076597,7.000037516756607,-67.50831331578311,7,3,4,27,-0.7203599999999999,0.6107399999999998,-0.8247333918085893,-4.010790974982854,-0.7627326667344347,0.7769612748917513
hb,A,6.46758,-2.67786,-5.74722,1.4094,337,448,bad,4,-6.46758,2.67786,5.9175118156536035,166.22118128039642,7.000037516756607,157.5083133157831,7,8,4,32,0.7203599999999994,-1.26846,-1.0825257011030036,8.71286796461331,-1.6782438888217621,0.8092316684271071
hb,A,1.91052,-4.6197,-1.83222,4.21254,292,320,bad,4,-1.91052,4.6197,4.593748293060908,113.50635360298217,4.999171407383428,112.46799697245953,5,7,3,23,0.07830000000000004,-0.4071600000000002,-0.4054231143225202,1.0383566305226424,-0.8311536652362462,0.6208148470697045
hb,A,6.46758,-2.67786,-5.04252,1.04922,337,448,bad,4,-6.46758,2.67786,5.150521387083059,168.24592309286788,7.000037516756607,157.5083133157831,7,8,4,32,1.4250600000000002,-1.6286399999999999,-1.8495161296735478,10.73760977708477,-1.6782438888217621,0.8092316684271071
hb,A,0.37584,0.92394,-0.31320000000000003,-1.47204,67,64,bad,4,-0.37584,-0.92394,1.504990365949231,-102.01147838636544,0.9974571816373874,-112.13549187810035,1,2,1,2,0.06263999999999997,-0.5481,0.5075331843118436,10.124013491734914,0.11348027476348023,0.19607815818384305
hb,A,-4.6197,1.91052,4.19688,-1.75392,157,320,bad,4,4.6197,-1.91052,4.548630244458215,-22.680559607024914,4.999171407383428,-22.46799697245953,5,4,3,20,-0.42281999999999975,0.15660000000000007,-0.4505411629252132,-0.2125626345653835,-0.21745535798706936,0.7773874027216449
hb,A,1.14318,-2.77182,-1.7382600000000001,2.5056000000000003,292,192,bad,4,-1.14318,2.77182,3.049521140703898,124.750979216244,2.998307293257314,112.41268946863428,3,7,2,15,-0.59508,-0.2662199999999997,0.05121384744658375,12.338289747609721,-0.2846275410560728,0.16871741501971432
hb,A,-1.91052,-4.6197,2.0358,3.97764,247,320,bad,4,1.91052,4.6197,4.468344392456786,62.89613292503925,4.999171407383428,67.53200302754048,5,6,3,22,0.12528000000000006,-0.6420599999999999,-0.5308270149266416,-4.6358701025012365,-0.5348443926274775,0.5924852705006615
hb,A,-6.46758,-2.67786,5.481,3.85236,202,448,bad,4,6.46758,2.67786,6.699405837057492,35.10174005584748,7.000037516756607,22.49168668421689,7,5,4,29,-0.98658,1.1745,-0.30063167969911486,12.610053371630588,-0.7892300153774046,0.4264990236227988
hb,A,-1.14318,2.77182,1.2214800000000001,-2.53692,112,192,bad,4,1.14318,-2.77182,2.815666258063977,-64.29004621918872,2.998307293257314,-67.58731053136572,3,3,2,11,0.07830000000000004,0.2349000000000001,-0.18264103519333696,3.297264312176992,0.001325866628191238,0.4883851980380132
hb,A,0.37584,-0.92394,-0.59508,0.89262,292,64,bad,4,-0.37584,0.92394,1.0727957265015553,123.6900675259798,0.9974571816373874,112.13549187810035,1,7,1,7,-0.21924000000000005,-0.031320000000000014,0.07533854486416791,11.554575647879446,0.10247626899063562,0.1832918402341399
hb,A,2.77182,-1.14318,-2.83446,0.43848,337,192,bad,4,-2.77182,1.14318,2.8681750647406443,171.2062696458308,2.998307293257314,157.58731053136572,3,8,2,16,-0.06264000000000003,-0.7047000000000001,-0.13013222851666972,13.61895911446507,-0.2692811506410531,0.2869093778715291
hb,A,6.46758,2.67786,-2.30202,-3.3669000000000002,22,448,bad,4,-6.46758,-2.67786,4.078640912166699,-124.36123339049325,7.000037516756607,-157.5083133157831,7,1,4,25,4.165559999999999,-0.6890400000000003,-2.9213966045899085,33.14707992528986,-2.0281402073292067,0.7337505341484173
hb,A,-2.77182,1.14318,2.8188,-0.97092,157,192,bad,4,2.77182,-1.14318,2.9813284096858568,-19.005984196036785,2.998307293257314,-22.412689468634277,3,4,2,12,0.04698000000000002,0.17226000000000008,-0.01697888357145727,3.406705272597492,0.16114337777629004,0.6440643199290877
hb,A,2.77182,1.14318,-2.22372,-1.31544,22,192,bad,4,-2.77182,-1.14318,2.583662716377662,-149.39359296849054,2.998307293257314,-157.58731053136572,3,1,2,9,0.5480999999999998,-0.17225999999999986,-0.41464457687965206,8.193717562875179,-0.3359696592867201,0.40414106433027014
hb,A,-0.92394,0.37584,1.4094,-0.67338,157,64,bad,4,0.92394,-0.37584,1.562001595517751,-25.53743439063632,0.9974571816373874,-22.135491878100353,1,4,1,4,0.48546,-0.29753999999999997,0.5645444138803637,-3.4019425125359675,0.25819417915700316,0.2233605723579174
hb,A,0.92394,-0.37584,-1.47204,0.28188,337,64,bad,4,-0.92394,0.37584,1.4987855403625965,169.15969454566945,0.9974571816373874,157.86450812189966,1,8,1,8,-0.5481,-0.09395999999999999,0.5013283587252091,11.295186423769792,0.19618481746337324,0.2574353970279739
hb,A,2.67786,6.46758,-1.83222,-5.38704,67,448,bad,4,-2.67786,-6.46758,5.6900993040543675,-108.78400495409447,7.000037516756607,-112.49168668421689,7,2,4,26,0.84564,1.08054,-1.3099382127022396,3.7076817301224168,-1.4731823610035089,0.5840714433747046
hb,A,-2.67786,6.46758,4.08726,-6.17004,112,448,bad,4,2.67786,-6.46758,7.401019383112032,-56.47805341027586,7.000037516756607,-67.50831331578311,7,3,4,27,1.4093999999999998,0.2975399999999997,0.40098186635542454,11.03025990550725,-0.7627326667344347,0.7769612748917513
hb,A,1.91052,-4.6197,-2.17674,3.89934,292,320,bad,4,-1.91052,4.6197,4.465764152214042,119.17169340374757,4.999171407383428,112.46799697245953,5,7,3,23,-0.2662200000000001,-0.7203599999999999,-0.5334072551693856,6.703696431288037,-0.8311536652362462,0.6208148470697045
hb,A,-0.37584,-0.92394,1.19016,1.11186,247,64,bad,4,0.37584,0.92394,1.6287152867214088,43.05191499348505,0.9974571816373874,67.86450812189965,1,6,1,6,0.8143200000000002,0.1879200000000001,0.6312581050840214,-24.812593128414598,0.17712328330804666,0.2036823347122733
hb,A,-4.6197,-1.91052,4.02462,3.08502,202,320,bad,4,4.6197,1.91052,5.070987531516913,37.47149891603946,4.999171407383428,22.46799697245953,5,5,3,21,-0.5950800000000003,1.1745,0.07181612413348493,15.003501943579927,-0.28423861097522773,0.4249762449253365
hb,A,2.67786,-6.46758,-1.8009,4.71366,292,448,bad,4,-2.67786,6.46758,5.0459717999212,110.90984684383916,7.000037516756607,112.49168668421689,7,7,4,31,0.87696,-1.75392,-1.954065716835407,-1.5818398403777252,-1.276432451951926,0.8675864587725263
hb,A,1.91052,4.6197,-1.61298,-3.78972,67,320,bad,4,-1.91052,-4.6197,4.118699085730833,-113.05556589930816,4.999171407383428,-112.46799697245953,5,2,3,18,0.2975399999999999,0.8299799999999999,-0.8804723216525945,-0.5875689268486326,-0.5180938921057764,0.48346622354561647
hb,A,0.92394,0.37584,-1.06488,-0.53244,22,64,bad,4,-0.92394,-0.37584,1.1905720339399881,-153.434948822922,0.9974571816373874,-157.86450812189966,1,1,1,1,-0.14094000000000007,-0.15660000000000002,0.19311485230260073,4.429559298977665,-0.0576883638699853,0.30643800549199224
hb,A,4.6197,-1.91052,-3.7584,0.89262,337,320,bad,4,-4.6197,1.91052,3.8629446054014287,166.63978155523552,4.999171407383428,157.53200302754047,5,8,3,24,0.8613,-1.0179,-1.1362268019819992,9.107778527695046,-1.025125044120197,0.6066851381628645
hb,A,-1.91052,4.6197,2.67786,-5.1678,112,320,bad,4,1.91052,-4.6197,5.820402994604412,-62.60763044810726,4.999171407383428,-67.53200302754048,5,3,3,19,0.7673399999999999,-0.5480999999999998,0.8212315872209839,4.924372579433225,-0.2987231206042483,0.6309669214300231
hb,A,-6.46758,2.67786,6.07608,-2.70918,157,448,bad,4,6.46758,-2.67786,6.652699034136446,-24.030959041784836,7.000037516756607,-22.49168668421689,7,4,4,28,-0.39149999999999974,-0.031320000000000014,-0.3473384826201613,-1.5392723575679454,-0.549502367947263,0.6036104061684561
hb,A,-2.67786,-6.46758,1.78524,5.74722,247,448,bad,4,2.67786,6.46758,6.018107641609612,72.74381034698922,7.000037516756607,67.50831331578311,7,6,4,30,-0.89262,-0.7203599999999994,-0.9819298751469949,5.235497031206108,-0.8932910942230586,0.397897883056593
hb,A,-1.14318,-2.77182,1.4094,2.69352,247,192,bad,4,1.14318,2.77182,3.0399767022791475,62.37892501692447,2.998307293257314,67.58731053136572,3,6,2,14,0.2662199999999999,-0.07830000000000004,0.04166940902183347,-5.208385514441247,0.15779718927421588,0.38513834721298806
hb,A,4.6197,1.91052,-3.22596,-1.81656,22,320,bad,4,-4.6197,-1.91052,3.7022571703219107,-150.61584287404872,4.999171407383428,-157.53200302754047,5,1,3,17,1.3937399999999998,0.09396000000000004,-1.2969142370615172,6.916160153491745,-0.913478987450959,0.583627342395361
hb,A,-0.92394,-0.37584,1.2528000000000001,0.75168,202,64,bad,4,0.92394,0.37584,1.4610033067724386,30.96375653207352,0.9974571816373874,22.135491878100353,1,5,1,5,0.32886000000000015,0.37584,0.4635461251350512,8.828264653973168,0.47614444063558015,0.36541597220814404
hb,A,-0.37584,0.92394,0.3915,-1.03356,112,64,bad,4,0.37584,-0.92394,1.105223291285521,-69.25391972431659,0.9974571816373874,-67.86450812189965,1,3,1,3,0.015660000000000007,-0.10962000000000005,0.10776610964813371,-1.389411602416942,0.23971212017380727,0.268859233569713
hb,A,-2.77182,-1.14318,2.4742800000000003,1.76958,202,192,bad,4,2.77182,1.14318,3.0419524806939378,35.571966105961934,2.998307293257314,22.412689468634277,3,5,2,13,-0.2975399999999997,0.6263999999999998,0.04364518743662371,13.159276637327658,0.5263794717364776,0.5403963023194108
hb,A,1.14318,2.77182,-1.26846,-2.4899400000000003,67,192,bad,4,-1.14318,-2.77182,2.794421581508417,-116.9958383940866,2.998307293257314,-112.41268946863428,3,2,2,10,-0.12527999999999984,0.2818799999999997,-0.20388571174889725,-4.5831489254523206,0.0016576171755052405,0.24308465977060764
hb,A,-0.37584,-0.92394,0.68904,1.12752,247,64,bad,4,0.37584,0.92394,1.3213922475934237,58.57043438516149,0.9974571816373874,67.86450812189965,1,6,1,6,0.3132,0.2035800000000001,0.32393506595603627,-9.294073736738156,0.17712328330804666,0.2036823347122733
hb,A,-6.46758,2.67786,5.51232,-3.24162,157,448,bad,4,6.46758,-2.67786,6.394823844860779,-30.45843096624177,7.000037516756607,-22.49168668421689,7,4,4,28,-0.95526,-0.5637600000000003,-0.6052136718958279,-7.96674428202488,-0.549502367947263,0.6036104061684561
hb,A,0.37584,0.92394,-0.56376,-1.2058200000000001,67,64,bad,4,-0.37584,-0.92394,1.3311000000000002,-115.05761541830302,0.9974571816373874,-112.13549187810035,1,2,1,2,-0.18792000000000003,-0.28188000000000013,0.3336428183626128,-2.922123540202662,0.11348027476348023,0.19607815818384305
hb,A,4.6197,-1.91052,-3.58614,1.76958,337,320,bad,4,-4.6197,1.91052,3.9989765535696753,153.73597466701838,4.999171407383428,157.53200302754047,5,8,3,24,1.03356,-0.14094000000000007,-1.0001948538137526,-3.7960283605220866,-1.025125044120197,0.6066851381628645
hb,A,-4.6197,-1.91052,3.86802,2.85012,202,320,bad,4,4.6197,1.91052,4.8046605223262135,36.384351815835885,4.999171407383428,22.46799697245953,5,5,3,21,-0.7516799999999999,0.9396,-0.19451088505721437,13.916354843376354,-0.28423861097522773,0.4249762449253365
hb,A,-0.92394,0.37584,1.2214800000000001,-0.64206,157,64,bad,4,0.92394,-0.37584,1.3799472576877714,-27.728257422319125,0.9974571816373874,-22.135491878100353,1,4,1,4,0.29754000000000014,-0.26621999999999996,0.382490076050384,-5.592765544218771,0.25819417915700316,0.2233605723579174
hb,A,-6.46758,-2.67786,4.3065,3.85236,202,448,bad,4,6.46758,2.67786,5.778115594170819,41.81407912013819,7.000037516756607,22.49168668421689,7,5,4,29,-2.16108,1.1745,-1.2219219225857882,19.322392435921298,-0.7892300153774046,0.4264990236227988
hb,A,1.91052,-4.6197,-1.89486,3.69576,292,320,bad,4,-1.91052,4.6197,4.153207964597969,117.1447526045819,4.999171407383428,112.46799697245953,5,7,3,23,0.015660000000000007,-0.92394,-0.8459634427854592,4.676755632122365,-0.8311536652362462,0.6208148470697045
hb,A,-2.67786,-6.46758,3.50784,5.5593,247,448,bad,4,2.67786,6.46758,6.5734890245287545,57.74865157266033,7.000037516756607,67.50831331578311,7,6,4,30,0.8299799999999999,-0.9082799999999995,-0.4265484922278526,-9.759661743122784,-0.8932910942230586,0.397897883056593
