subName,sub,kind,hemi,whichEye,eCoords,eData,rfData,r2Data
jh,2,A,RH,FE,0.163522692825743,0.765781576660546,0.380924067840996,0.559403324245729
jh,2,A,RH,FE,0.188122496244733,0.915874493393031,0.449767929586497,0.629179861735214
jh,2,A,RH,FE,0.212592134701483,1.12230595106428,0.543354865095832,0.64382639771158
jh,2,A,RH,FE,0.238140748108473,1.41556835321129,0.671562609369638,0.659527321819399
jh,2,A,RH,FE,0.263293023134308,1.79570071972333,0.824465524691802,0.640267506471047
jh,2,A,RH,FE,0.288061494399701,2.34901656759413,0.983368964571702,0.633623490208074
jh,2,A,RH,FE,0.312631406053579,2.75635442137718,1.09232903202375,0.610913563072681
jh,2,A,RH,FE,0.337310091780851,2.68771660997627,1.09874344006013,0.572734921166066
jh,2,A,RH,FE,0.362421576947755,3.15072104510139,1.16556683743701,0.604655225136701
jh,2,A,RH,FE,0.388033505727806,3.54823153720183,1.31808582684573,0.539683849145384
jh,2,A,RH,FE,0.412391494985472,4.66906572015662,1.55863819192899,0.536292859010006
jh,2,A,RH,FE,0.437252058518065,4.6313186216922,1.6018534227097,0.439053516424749
jh,2,A,RH,FE,0.462616612663612,5.28160988957915,1.88420354074811,0.436554119297086
jh,2,A,RH,FE,0.487551683109265,4.96234684303159,1.24301003392969,0.327832129463309
jh,2,A,RH,FE,0.513620345172837,6.11244055493311,0.973179689368628,0.189773283785943
jh,2,A,RH,FE,0.536820297898996,4.79049458820373,0.685013597103534,0.0946605194476433
jh,2,A,RH,FE,0.561271988919637,4.12152480018341,0.650468166696571,0.0711058957849519
jh,2,A,RH,FE,0.58650034810739,4.73560203373432,1.34537079326808,0.0838897996395826
jh,2,A,RH,FE,0.611828543024392,5.14401415516348,0.656727466848679,0.0768661875661243
jh,2,A,RH,FE,0.636876735636553,5.65776411869696,0.331880494561379,0.0684840616304427
jh,2,A,RH,FE,0.661687299384922,6.26190263325093,0.595769814270384,0.0733946571309192
jh,2,A,RH,FE,0.687135510280686,5.83456807136536,1.0653488434493,0.0689919986403905
jh,2,A,RH,FE,0.712189148391143,4.3995106889777,0.822249420459242,0.0579524227252153
jh,2,A,RH,FE,0.737142394170522,4.58689588308334,1.32464443517421,0.0606893775526617
jh,2,A,RH,FE,0.762925430760104,4.02556478787982,0.73405623430061,0.0582741920851053
jh,2,A,RH,FE,0.787271503104511,3.68874318634762,0.637880576021202,0.0747309300281546
jh,2,A,RH,FE,0.812094131531839,3.94412861879055,0.590542468594578,0.0685850020784598
jh,2,A,RH,FE,0.837457806611769,3.89625282973459,1.02931776520324,0.0715004658862336
jh,2,A,RH,FE,0.862316497135995,3.46402155927249,0.831576965050772,0.0569602952870939
jh,2,A,RH,FE,0.887664365070952,2.14932853499284,0.280473941668438,0.045609894925012
jh,2,A,RH,FE,0.912367953109455,1.60113870816411,0.0532130932189384,0.0339022067920217
jh,2,A,RH,FE,0.93781391920376,0.308875523899731,0.00763778339483236,0.014926217692463
jh,2,A,RH,FE,0.961547463088282,0,0,0
jh,2,A,RH,FE,0.985546342362383,0,0,0
jh,2,A,RH,FE,1,0,0,0
kr,3,A,RH,FE,0.0161688016380902,7.56401046117147,0.104736299874882,0.0822173226624727
kr,3,A,RH,FE,0.0381357241394741,7.13258871010372,0.18570410380406,0.0863682409482343
kr,3,A,RH,FE,0.0623659825444461,5.118982899189,0.408757527172565,0.071413107663393
kr,3,A,RH,FE,0.0888322619566866,4.24639376203219,0.273234755732119,0.0663067045311133
kr,3,A,RH,FE,0.112438254295513,2.77091047481487,0.168513612233494,0.0689786371627921
kr,3,A,RH,FE,0.137622976029019,0.517838160991669,0.224628339484334,0.112372405268252
kr,3,A,RH,FE,0.163522692825743,0.938577400351113,0.139077902835032,0.11190965234048
kr,3,A,RH,FE,0.188122496244733,1.05347811142829,0.112622471928427,0.169941254383461
kr,3,A,RH,FE,0.212592134701483,1.60633225183595,0.196792124939913,0.248295379294591
kr,3,A,RH,FE,0.238140748108473,1.810382278117,0.283894572284867,0.300092137861447
kr,3,A,RH,FE,0.263293023134308,1.34921754678855,0.520628273315155,0.382796731705849
kr,3,A,RH,FE,0.288061494399701,1.19854542495389,0.703143044374883,0.47000547508268
kr,3,A,RH,FE,0.312631406053579,1.74976104617119,0.981350787927707,0.476921423474948
kr,3,A,RH,FE,0.337310091780851,2.2987766346235,0.87320352554991,0.412194593945581
kr,3,A,RH,FE,0.362421576947755,2.82258655884687,1.03545706806266,0.37445920710178
kr,3,A,RH,FE,0.388033505727806,3.14059632385478,1.19574833430679,0.390554912475979
kr,3,A,RH,FE,0.412323697845023,2.94027659011214,1.34363470420445,0.436870636290883
kr,3,A,RH,FE,0.437494697800754,3.026217116866,1.18682489934009,0.419801028272094
kr,3,A,RH,FE,0.462630773114631,3.74420347809792,1.29065259800452,0.417892339026056
kr,3,A,RH,FE,0.487412896128395,4.33956184273674,1.61237294794548,0.420299225797256
kr,3,A,RH,FE,0.512382857164651,4.93130433980156,1.41295846676564,0.453914850205183
kr,3,A,RH,FE,0.53735592989094,5.51519689986955,0.946626694956377,0.331928767208288
kr,3,A,RH,FE,0.56260085237685,5.65414020419121,0.632684478183768,0.179367159907189
kr,3,A,RH,FE,0.586575156715218,5.62909141246762,0.85088979888907,0.13407768048346
kr,3,A,RH,FE,0.611899128030874,6.21792578605505,1.03307036117006,0.106739665653843
kr,3,A,RH,FE,0.637431515019231,6.39387299285995,1.12626131705474,0.0695032414083404
kr,3,A,RH,FE,0.662286195464337,5.75953125433316,0.54271414686024,0.046085176871173
kr,3,A,RH,FE,0.687229429490313,4.84243236764057,0.773789359577554,0.0411652527950905
kr,3,A,RH,FE,0.712124822603709,5.16558442948616,0.617569988229861,0.037726626680424
kr,3,A,RH,FE,0.737342319721376,5.49290270078927,1.12963363148447,0.0430572183104232
kr,3,A,RH,FE,0.762844545519804,5.32225002845128,1.43553631809644,0.0388877361805903
kr,3,A,RH,FE,0.786200467755182,4.87524011256038,1.28560476485586,0.0442901303640742
kr,3,A,RH,FE,0.81239992063991,5.57729660991638,0.342712383665558,0.0449836093281943
kr,3,A,RH,FE,0.837447221422546,4.70130898934953,0.853513071197085,0.0386781049755347
kr,3,A,RH,FE,0.862701542127557,3.11983643612772,1.17076054117027,0.0453248145585915
kr,3,A,RH,FE,0.887693818724905,3.00077692667643,0.722805366191703,0.0289498060010374
kr,3,A,RH,FE,0.912263544158144,1.96593284110228,0.258567557670176,0.0145469683338888
kr,3,A,RH,FE,0.938149674003346,0,0,0
kr,3,A,RH,FE,0.961547463088282,0,0,0
kr,3,A,RH,FE,0.985546342362383,0,0,0
kr,3,A,RH,FE,1,0,0,0
pb,4,A,RH,FE,0.0161688016380902,2.62244602044423,0.577289930700014,0.0330901987229784
pb,4,A,RH,FE,0.0381357241394741,4.20913817201342,0.0345022274580385,0.0290723192904677
pb,4,A,RH,FE,0.0623659825444461,2.87822325468063,0.125863025803119,0.0451146341115236
pb,4,A,RH,FE,0.0884153726805634,1.48404076022487,0.860229064410012,0.0743822704760298
pb,4,A,RH,FE,0.112438254295513,1.26983791903446,0.914298734284545,0.0999544204065674
pb,4,A,RH,FE,0.137622976029019,1.39163192391396,1.35883006207645,0.09357711173594
pb,4,A,RH,FE,0.163522692825743,1.40744771063328,1.23111184102229,0.166818754239516
pb,4,A,RH,FE,0.188122496244733,1.7739948684519,1.15769010917707,0.119854029183361
pb,4,A,RH,FE,0.212803252503719,2.654730767596,1.47076196291064,0.130851820604328
pb,4,A,RH,FE,0.238140748108473,2.01134296665426,0.697422346191817,0.0667883371170915
pb,4,A,RH,FE,0.262705721431444,2.55756441612163,0.701606430113316,0.0701693405595715
pb,4,A,RH,FE,0.288242418839996,2.99778240563265,1.43417837690395,0.16362542276785
pb,4,A,RH,FE,0.312858419354667,4.61307283215327,2.75876048970521,0.131675132078259
pb,4,A,RH,FE,0.337126291108466,4.12007035700412,1.80361127738852,0.0812064433663056
pb,4,A,RH,FE,0.362361097984562,4.34793871804708,2.08119851367821,0.0927527244770672
pb,4,A,RH,FE,0.388204243300036,4.27381284091924,2.66338083927041,0.167368860361544
pb,4,A,RH,FE,0.412406353580734,4.48759541186419,2.02773311672111,0.167033353411226
pb,4,A,RH,FE,0.437186296455648,5.0352677633236,1.18063905003009,0.173536230785796
pb,4,A,RH,FE,0.46248703438002,4.36578149609752,1.27859303864421,0.222921174987183
pb,4,A,RH,FE,0.487361234265887,4.28696198035509,1.40288164318563,0.18964636636277
pb,4,A,RH,FE,0.512256240278771,3.85007161881826,1.88635030985899,0.172663687843166
pb,4,A,RH,FE,0.537041531494578,4.37206962108612,2.00503808850689,0.144075033175094
pb,4,A,RH,FE,0.562197196659574,4.3115763936724,1.39904352050009,0.105279476089137
pb,4,A,RH,FE,0.586187037578293,5.86793058365583,1.97412944982352,0.151698006666265
pb,4,A,RH,FE,0.611725017007289,5.8923524775595,1.06226782802984,0.0775153791567065
pb,4,A,RH,FE,0.637694848477163,4.93278576838866,0.574107510674941,0.0408729563810323
pb,4,A,RH,FE,0.661887309397498,3.76113760554128,1.13156638343612,0.0479530097347581
pb,4,A,RH,FE,0.687336811266679,4.25039971922187,0.761250002113967,0.0404807432298211
pb,4,A,RH,FE,0.712683973950127,4.45276585666815,0.573795002073402,0.0588922320135139
pb,4,A,RH,FE,0.738244060719594,4.14241447749119,0.491999582136198,0.0648861649401841
pb,4,A,RH,FE,0.76272104472413,2.40214554709693,0.988965014362087,0.0481647779109577
pb,4,A,RH,FE,0.787065669049653,4.40653658532477,0.478962841008294,0.0414029778549811
pb,4,A,RH,FE,0.811967726390484,4.26197305390586,0.254815304932529,0.0352402032187132
pb,4,A,RH,FE,0.837339178561005,4.7970289421933,0.9324440610462,0.0511193335854581
pb,4,A,RH,FE,0.862720364812571,4.73867231607437,0.696391831001928,0.0445939667462822
pb,4,A,RH,FE,0.887210973421328,4.500584791104,0.593356533761264,0.0413656271994114
pb,4,A,RH,FE,0.912753728309205,5.17250067696852,0.331579348665899,0.0460967651257912
pb,4,A,RH,FE,0.93781391920376,5.6094202587479,0.966250741927836,0.0424638752286371
pb,4,A,RH,FE,0.961547463088282,6.61915397768219,0.0516789151976506,0.0473088333383203
pb,4,A,RH,FE,0.985546342362383,6.65850726763407,0.0410132449275504,0.0418531203952928
pb,4,A,RH,FE,1,5.64761638641357,0.0101452609524131,0.033784281462431
sm,5,A,RH,FE,0.0161688016380902,0,0,0
sm,5,A,RH,FE,0.0381357241394741,0,0,0
sm,5,A,RH,FE,0.0623659825444461,0,0,0
sm,5,A,RH,FE,0.0884153726805634,0.00934782720381214,0.000304030194397896,0.000678704811200019
sm,5,A,RH,FE,0.112438254295513,0,0,0
sm,5,A,RH,FE,0.137622976029019,0.0613911022245884,0.0401944221556187,0.0431448246538639
sm,5,A,RH,FE,0.163522692825743,0.283259009434418,0.162830565802076,0.175295160236684
sm,5,A,RH,FE,0.188122496244733,0.378660538657145,0.185905803841623,0.199207530102947
sm,5,A,RH,FE,0.212592134701483,0.342283214764162,0.139057833870704,0.156474533677101
sm,5,A,RH,FE,0.238140748108473,0.289694982473968,0.125697669527325,0.125862756774562
sm,5,A,RH,FE,0.263293023134308,0.431453843414783,0.219129244725292,0.197041145998698
sm,5,A,RH,FE,0.288061494399701,0.44418885245135,0.220042842538341,0.178725741803646
sm,5,A,RH,FE,0.312631406053579,0.652308990160624,0.363711588978767,0.272256357272466
sm,5,A,RH,FE,0.337310091780851,0.930709017461605,0.473990044064736,0.309762915868438
sm,5,A,RH,FE,0.362421576947755,1.74781648025793,0.800950950910063,0.456395656396361
sm,5,A,RH,FE,0.388033505727806,1.92346763891332,0.812084903085933,0.412524648449
sm,5,A,RH,FE,0.412391494985472,1.97988416489802,0.690439648092969,0.321653107083157
sm,5,A,RH,FE,0.437494697800754,1.69697684396145,0.618418153050507,0.230688979286094
sm,5,A,RH,FE,0.462630773114631,2.57952955001738,0.860150432623014,0.329466921163768
sm,5,A,RH,FE,0.487412896128395,2.60839225529205,0.921463078553123,0.279391128924631
sm,5,A,RH,FE,0.512319690639511,1.84498745203018,0.588571027293801,0.148870556987822
sm,5,A,RH,FE,0.536987049094495,2.33823478711794,0.527500758240995,0.126198897501836
sm,5,A,RH,FE,0.562272676666022,5.01987764432833,0.809344325710523,0.233350209601514
sm,5,A,RH,FE,0.586411658674225,4.67465621008286,0.734672227490043,0.213480938994695
sm,5,A,RH,FE,0.612326790304262,4.98085175474223,1.1077362258649,0.105108542122731
sm,5,A,RH,FE,0.638003576959261,4.19921412718469,1.02233007297838,0.0574772153859553
sm,5,A,RH,FE,0.662297502493064,2.94746646739762,0.740299084990778,0.0592553141691229
sm,5,A,RH,FE,0.686969039260819,3.32680703600248,0.8036303519931,0.0550243914593011
sm,5,A,RH,FE,0.712983898516097,4.0343680537664,0.750886440148147,0.0560207217358626
sm,5,A,RH,FE,0.737961912968824,2.24936877045295,0.252597706014479,0.0335812099763881
sm,5,A,RH,FE,0.762499474948931,1.45748213731067,0.459549807904052,0.0175624934457977
sm,5,A,RH,FE,0.787247849027859,0.611057421142185,0.502913031324342,0.0152834611063873
sm,5,A,RH,FE,0.812094131531839,0.727133020376548,0.284427668421696,0.0118030734742299
sm,5,A,RH,FE,0.837457806611769,0.127983047537608,0.0291614610038392,0.00160499039578111
sm,5,A,RH,FE,0.862685263150894,0,0,0
sm,5,A,RH,FE,0.887439733775763,0,0,0
sm,5,A,RH,FE,0.912367953109455,0,0,0
sm,5,A,RH,FE,0.93781391920376,0,0,0
sm,5,A,RH,FE,0.961547463088282,0,0,0
sm,5,A,RH,FE,0.985546342362383,0,0,0
sm,5,A,RH,FE,1,0,0,0
kg,6,A,RH,FE,0.0161688016380902,0.705636208256086,1.33655061324437,0.427406157056491
kg,6,A,RH,FE,0.0381357241394741,1.66936663857528,1.21372683133398,0.208819282906396
kg,6,A,RH,FE,0.0625225146207629,1.78507799034317,0.508470641507301,0.179652325731392
kg,6,A,RH,FE,0.0884153726805634,1.1302841796029,0.698421998580377,0.144064043047688
kg,6,A,RH,FE,0.112494256515676,1.06457002360273,0.535153109680962,0.150438996333931
kg,6,A,RH,FE,0.137622976029019,0.809830649793148,0.328723641487304,0.178680584579706
kg,6,A,RH,FE,0.163177912214077,1.48934207218034,0.579113697256183,0.34936535679957
kg,6,A,RH,FE,0.188355474070862,1.72629607139632,1.31392089294833,0.407954173119262
kg,6,A,RH,FE,0.212693165342876,1.7163891185213,0.701105024769074,0.486278769767119
kg,6,A,RH,FE,0.238140748108473,2.15701087576444,0.750191320436167,0.569056825315366
kg,6,A,RH,FE,0.263293023134308,2.72707637181649,0.850617399052359,0.58139263425882
kg,6,A,RH,FE,0.288061494399701,2.63866357426894,0.859219792017125,0.537036873498245
kg,6,A,RH,FE,0.312631406053579,2.45776618162791,0.949198892638087,0.503629368841648
kg,6,A,RH,FE,0.337406279529731,2.98981366103346,0.949942247508178,0.505783287384971
kg,6,A,RH,FE,0.362421576947755,3.57330992782817,0.968124719884466,0.593816593179808
kg,6,A,RH,FE,0.388033505727806,3.85759755863863,1.19208226484411,0.689492752972771
kg,6,A,RH,FE,0.412391494985472,4.36523191552413,1.36554835658324,0.708732968098239
kg,6,A,RH,FE,0.436826069229591,5.08813991803157,1.42831825087719,0.645931061310104
kg,6,A,RH,FE,0.462599172221649,4.95986896147162,1.39426782518878,0.572998849390927
kg,6,A,RH,FE,0.48704799637365,6.50456478045537,1.49499868613023,0.510766416558853
kg,6,A,RH,FE,0.512221522343729,6.57942295074463,1.36993453326443,0.33370154906833
kg,6,A,RH,FE,0.536308521254251,7.04937703268869,1.20557963967855,0.204129761617099
kg,6,A,RH,FE,0.561892207992856,6.62113707020598,0.708827724750593,0.0978409885868149
kg,6,A,RH,FE,0.586949081004145,4.97106056961303,0.981910637732094,0.114306387419884
kg,6,A,RH,FE,0.6123351549947,3.81633880296174,0.996633143931189,0.116274393848417
kg,6,A,RH,FE,0.63719700683318,3.91540362437566,1.06583183311547,0.0809417753480375
kg,6,A,RH,FE,0.661840018103491,4.10673043652186,1.04145380140223,0.0691493795445514
kg,6,A,RH,FE,0.687582527502224,2.66723102881358,0.318626016636307,0.0441116988085783
kg,6,A,RH,FE,0.712714625906595,1.94878710396048,0.414972066123416,0.0356705189291118
kg,6,A,RH,FE,0.737949389187118,0.557626131418589,0.331409273883076,0.0171924388363353
kg,6,A,RH,FE,0.762562872344705,0,0,0
kg,6,A,RH,FE,0.787065669049653,0,0,0
kg,6,A,RH,FE,0.812094131531839,0,0,0
kg,6,A,RH,FE,0.837457806611769,0,0,0
kg,6,A,RH,FE,0.862685263150894,0,0,0
kg,6,A,RH,FE,0.887439733775763,0,0,0
kg,6,A,RH,FE,0.912367953109455,0,0,0
kg,6,A,RH,FE,0.93781391920376,0,0,0
kg,6,A,RH,FE,0.961547463088282,0,0,0
kg,6,A,RH,FE,0.985546342362383,0,0,0
kg,6,A,RH,FE,1,0,0,0
ii,7,A,RH,FE,0.0161688016380902,1.07166145245234,0.0229888437315822,0.037974166062971
ii,7,A,RH,FE,0.0381357241394741,3.38474644081933,0.611294452234038,0.0532035338027137
ii,7,A,RH,FE,0.0623659825444461,3.48521843731403,1.2312313683331,0.0581533227115869
ii,7,A,RH,FE,0.0890943388038736,3.61383838836963,0.869425068000475,0.0436643159840829
ii,7,A,RH,FE,0.112911212073567,3.33247858611867,1.29973360431904,0.0549117809277959
ii,7,A,RH,FE,0.138386922971061,2.17630109343773,1.03396570489097,0.0499915814695832
ii,7,A,RH,FE,0.163522692825743,1.88017502325502,1.09454693916169,0.064657400235195
ii,7,A,RH,FE,0.188122496244733,1.62628578044347,0.965597878866406,0.102730236820538
ii,7,A,RH,FE,0.212592134701483,1.65851804117079,1.09290350530805,0.139089293134483
ii,7,A,RH,FE,0.238140748108473,1.86247902351325,1.69614273543302,0.215375114201767
ii,7,A,RH,FE,0.263293023134308,2.1578835432346,1.9704603202641,0.221978699716811
ii,7,A,RH,FE,0.288061494399701,2.14588483540635,1.60006688500902,0.241168628054622
ii,7,A,RH,FE,0.312631406053579,2.24089346329371,1.644790421923,0.286527792265018
ii,7,A,RH,FE,0.337310091780851,2.66382298811098,1.70023071561061,0.317645555069105
ii,7,A,RH,FE,0.362421576947755,3.18380552179673,1.50753310037886,0.376974480423857
ii,7,A,RH,FE,0.388033505727806,3.42637652719722,1.56968080898856,0.31085548098473
ii,7,A,RH,FE,0.412391494985472,3.83172766158455,1.54378677198761,0.336152259260416
ii,7,A,RH,FE,0.437494697800754,3.96910298702329,1.5174543261528,0.309867009260627
ii,7,A,RH,FE,0.462630773114631,4.33938135751864,1.51422465667583,0.333402964672664
ii,7,A,RH,FE,0.487649429232328,4.53932332521991,1.42322137184735,0.411661584420424
ii,7,A,RH,FE,0.512746345097786,5.12829731640063,1.20306715179284,0.347259520160917
ii,7,A,RH,FE,0.537262037728837,6.00075699601855,1.52455011935505,0.402893286198378
ii,7,A,RH,FE,0.562358661518789,5.87557389811864,0.947152954127107,0.343032559601679
ii,7,A,RH,FE,0.586367398598125,6.46126451189556,0.879184252567707,0.26737313265247
ii,7,A,RH,FE,0.61293137328617,6.70589587981241,0.774552498502951,0.204802759579922
ii,7,A,RH,FE,0.637703132171125,6.80729800004226,0.78280240852529,0.118549950098476
ii,7,A,RH,FE,0.661643121273821,6.57850761999164,0.452132465873371,0.0823520331790573
ii,7,A,RH,FE,0.687299329814495,5.492052432215,0.228466650928583,0.0629030643684561
ii,7,A,RH,FE,0.712039494787785,5.5576036596109,0.390553791482475,0.0611415540001222
ii,7,A,RH,FE,0.736693090356893,5.30020941918095,0.378817586383472,0.0571977658352504
ii,7,A,RH,FE,0.762676918663918,5.7792608328795,0.308191658802709,0.0471889156279928
ii,7,A,RH,FE,0.786582243306879,5.67908012814689,0.301226278873193,0.0493807301676848
ii,7,A,RH,FE,0.81250543266922,5.83869303402401,0.337046003750255,0.0475995972031547
ii,7,A,RH,FE,0.837874021806611,4.652458403499,0.814962637012026,0.0505175216123462
ii,7,A,RH,FE,0.862975037398722,4.44153896235984,1.045178959111,0.0425474401211964
ii,7,A,RH,FE,0.88748074358601,4.4858677816391,0.558544523250312,0.0518728245049715
ii,7,A,RH,FE,0.912367953109455,4.41245924301867,1.08229790591934,0.0484450981020927
ii,7,A,RH,FE,0.93781391920376,4.33297859445999,0.0581788880456435,0.0462230227299427
ii,7,A,RH,FE,0.961547463088282,5.61659776046872,0.0183080298205217,0.0413448469092449
ii,7,A,RH,FE,0.985546342362383,5.50034383932749,-0.00703380505243937,0.0378025549774369
ii,7,A,RH,FE,1,0,0,0
mp,8,A,RH,FE,0.0161688016380902,3.93041559060415,1.33683074514071,0.032108165944616
mp,8,A,RH,FE,0.0388014929688191,6.31747020374645,1.8824662620371,0.0547950511628931
mp,8,A,RH,FE,0.0627011454353458,6.12755940177224,2.19697444157844,0.0512649986723607
mp,8,A,RH,FE,0.0884153726805634,4.93584614415323,1.53226420061002,0.051639020142536
mp,8,A,RH,FE,0.112001118414313,3.74943618125775,1.97808969886426,0.0885640818296986
mp,8,A,RH,FE,0.137713125559173,3.71991789584257,2.08804712969126,0.115873356482812
mp,8,A,RH,FE,0.163522692825743,2.46849250522527,1.68455781152641,0.11951181978326
mp,8,A,RH,FE,0.188122496244733,2.59387818249789,1.66809909498658,0.132382708897983
mp,8,A,RH,FE,0.212366459424693,2.41864225209928,1.37382777825947,0.123661035452695
mp,8,A,RH,FE,0.238338553045829,2.44744349553667,1.53538395981465,0.145929493909252
mp,8,A,RH,FE,0.263293023134308,2.83747326410734,1.75774135252891,0.175153222680092
mp,8,A,RH,FE,0.287970444972082,2.61009522477786,1.42943391432365,0.179031799510121
mp,8,A,RH,FE,0.312631406053579,2.12176159660021,1.39818635697166,0.147678975313902
mp,8,A,RH,FE,0.337310091780851,2.30917695901367,1.43105074128377,0.149166300557972
mp,8,A,RH,FE,0.362551836421107,2.43184162995645,1.26600515882352,0.13745210980553
mp,8,A,RH,FE,0.387920627781212,3.29532254451797,0.880284032673531,0.141144820688558
mp,8,A,RH,FE,0.412154214852474,3.30779239581181,1.15160132223884,0.174318755489702
mp,8,A,RH,FE,0.437390477460861,3.96683546019272,1.27538717449577,0.195661395998068
mp,8,A,RH,FE,0.46279776775807,5.07147892260216,1.39943586679464,0.168358582740938
mp,8,A,RH,FE,0.487363912046757,5.0750038297209,1.36118581140261,0.137043684210679
mp,8,A,RH,FE,0.511784657196416,5.16841425895691,0.94538328457767,0.0733916740864515
mp,8,A,RH,FE,0.537806136327698,4.97891418536504,0.758558152941987,0.0516104253474623
mp,8,A,RH,FE,0.561345535037639,5.544843802529,0.699312870060244,0.0470482486059829
mp,8,A,RH,FE,0.58674126711222,4.41087848399625,0.856762358297904,0.0439191961548094
mp,8,A,RH,FE,0.612386044666732,3.61090363867312,0.434558257858931,0.0307874837553645
mp,8,A,RH,FE,0.637722826440241,3.40804776312813,0.3070748665237,0.0218569541438704
mp,8,A,RH,FE,0.66171055649536,2.86981235222915,0.186630870837459,0.0167640234355496
mp,8,A,RH,FE,0.687095177184267,1.88314299846624,0.309739228740165,0.0116423528472131
mp,8,A,RH,FE,0.712670986096149,0.667184838572064,0.17731586101188,0.00459355227900921
mp,8,A,RH,FE,0.737853587006142,0.00924206654230754,0.0129013435045878,0.000207122427721818
mp,8,A,RH,FE,0.762562872344705,0,0,0
mp,8,A,RH,FE,0.787065669049653,0,0,0
mp,8,A,RH,FE,0.812094131531839,0,0,0
mp,8,A,RH,FE,0.837457806611769,0,0,0
mp,8,A,RH,FE,0.862685263150894,0,0,0
mp,8,A,RH,FE,0.887439733775763,0,0,0
mp,8,A,RH,FE,0.912367953109455,0,0,0
mp,8,A,RH,FE,0.93781391920376,0,0,0
